listing_id,room_type,latitude,longitude,host_type,host_id,host_name,,
51740739,Entire home/apt,40.761182,-73.9652726,primary,107434423,Blueground,,
54326385,Private room,40.68674,-73.90946,primary,41773438,Danny,,
9.61E+17,Private room,40.759431,-73.974949,primary,326084746,Suiteness,,
1.10E+18,Private room,40.80156192,-73.96568811,primary,562233935,Kristina,,
9.96E+17,Entire home/apt,40.64640857,-73.95306681,primary,391579286,Avraham,,
1.00E+18,Entire home/apt,40.67665,-73.94492,primary,436311597,Devora,,
48809258,Private room,40.68806,-73.91883,primary,3223938,Eugene,,
54197179,Entire home/apt,40.78281,-73.98377,primary,438952657,Gisele,,
8.29E+17,Private room,40.83354256,-73.94063043,primary,501064484,Kristina,,
11138823,Entire home/apt,40.89858,-73.85896,primary,57885474,Shully'S,,
1.03E+18,Entire home/apt,40.76973,-73.83244,primary,512834300,Jian Kun,,
49289676,Entire home/apt,40.79604,-73.96315,primary,385129361,Central Park Apartments,,
9.91E+17,Entire home/apt,40.75564,-73.79145,primary,465866457,Wei,,
53857512,Private room,40.69571,-73.95671,primary,3223938,Eugene,,
1.07E+18,Entire home/apt,40.738451,-73.997761,primary,107434423,Blueground,,
54264164,Entire home/apt,40.76235,-73.9614,primary,438952657,Gisele,,
53290646,Private room,40.75823,-73.82222,primary,200239515,Shogo,,
6.17E+17,Entire home/apt,40.72753,-74.00179,primary,384532776,Nathan,,
7.62E+17,Private room,40.65338781,-73.96304003,primary,435050037,Abdo,,
45105690,Private room,40.64349,-73.98163,primary,14898658,Chadanut,,
35081665,Private room,40.69342,-73.86415,primary,263504959,David,,
50854194,Entire home/apt,40.76147,-73.99149,primary,2119276,Urban Furnished,,
1.04E+18,Entire home/apt,40.809887,-73.93061,primary,30283594,Global Luxury Suites,,
9.04E+17,Private room,40.68921011,-73.91852147,primary,3223938,Eugene,,
31174610,Private room,40.74515,-73.90604,primary,137358866,Kaz,,
45375686,Private room,40.77553,-73.94614,primary,305240193,June,,
51827299,Entire home/apt,40.76609,-73.87582,primary,342002500,Rian,,
40264373,Private room,40.70652,-73.90102,primary,302101015,Rob,,
50769055,Entire home/apt,40.7637,-73.98345,primary,22541573,Furnished Quarters,,
7.36E+17,Entire home/apt,40.76578,-73.88473,primary,224687317,Sida,,
46055732,Private room,40.74122,-73.89566,primary,19303369,Hiroki,,
8.62E+17,Entire home/apt,40.75705538,-73.98122407,primary,448326434,Boomerang,,
1.04E+18,Private room,40.76366,-73.97432,primary,496932087,Reservations,,
49089324,Private room,40.75049,-73.99579,primary,386345949,Incentra,,
7.55E+17,Entire home/apt,40.6819309,-73.9671668,primary,107434423,Blueground,,
51215558,Entire home/apt,40.75588,-73.96335,primary,30283594,Global Luxury Suites,,
46692803,Entire home/apt,40.77323,-73.94826,primary,27181542,JT Urban,,
9.56E+17,Private room,40.71930159,-73.77319314,primary,456589439,House Lynk,,
9.90E+17,Private room,40.76375567,-73.82558119,primary,5735865,Usquire,,
48070696,Private room,40.57955,-74.11033,primary,241676154,Maria,,
40092482,Entire home/apt,40.73246,-73.98511,primary,165776960,Raanan,,
1.06E+18,Hotel room,40.76029354,-73.98722255,primary,496932087,Reservations,,
1180157,Private room,40.80427,-73.93834,primary,2559004,Sergio,,
1.01E+18,Private room,40.68911779,-73.9424186,primary,3223938,Eugene,,
1.03E+18,Hotel room,40.76165,-73.98752,primary,501999278,RoomPicks,,
36421737,Private room,40.73973,-73.92627,primary,238989521,Takatomo,,
1.01E+18,Entire home/apt,40.76629,-73.98666,primary,416756899,Jozef,,
5.41E+17,Private room,40.69145,-73.92568,primary,440316434,Outpost Club,,
1.09E+18,Entire home/apt,40.7483335,-73.9809404,primary,107434423,Blueground,,
53067644,Entire home/apt,40.68742,-73.87588,primary,423535172,Justa,,
9.69E+17,Private room,40.68547,-73.93464,primary,533292672,Kristina,,
3783021,Entire home/apt,40.79199,-73.97346,primary,3716641,Ofer,,
6.54E+17,Private room,40.7336,-73.98767,primary,408979935,Koichi,,
1.08E+18,Private room,40.64358,-74.01149,primary,3007728,Jason,,
8.33E+17,Entire home/apt,40.74340131,-73.98791394,primary,496944100,RoomPicks,,
30125523,Entire home/apt,40.74832,-73.97737,primary,120762452,Stanley,,
1.02E+18,Entire home/apt,40.76643,-73.99026,primary,51501835,Jeniffer,,
40301903,Entire home/apt,40.77477,-73.95365,primary,23772724,The Local Stay,,
9.47E+17,Private room,40.7456565,-73.9070911,primary,501499086,CrossOver,,
44033270,Entire home/apt,40.74780955,-73.98688194,primary,8309060,Julia,,
1.08E+18,Private room,40.79884,-73.94393,primary,431476577,Leo,,
8.03E+17,Private room,40.76388186,-73.98222128,primary,231281049,The Manhattan Club,,
36659812,Private room,40.66948,-73.87611,primary,47782497,Roberto,,
1.07E+18,Entire home/apt,40.7635148,-73.9639252,primary,107434423,Blueground,,
47551230,Private room,40.70438,-73.94398,primary,200239515,Shogo,,
8.13E+17,Entire home/apt,40.75322701,-73.98621776,primary,496932087,Reservations,,
52795397,Entire home/apt,40.79559,-73.96871,primary,2867137,Avi,,
15889590,Entire home/apt,40.75987,-73.82287,primary,5962328,Alan,,
9.94E+17,Private room,40.75536107,-73.98209729,primary,484277630,Bugra Han,,
1.06E+18,Private room,40.74839165,-73.98759911,primary,401202937,Eliza,,
1.02E+18,Private room,40.81286264,-73.94549009,primary,545416054,Charles,,
5628539,Entire home/apt,40.74138,-73.9835,primary,24715671,Julia,,
36359662,Private room,40.87996,-73.83626,primary,310670,Vie,,
8.08E+17,Private room,40.80284106,-73.95808505,primary,305240193,June,,
1.04E+18,Private room,40.75626979,-73.98154662,primary,484277630,Bugra Han,,
7.94E+17,Private room,40.74758584,-73.98544648,primary,25138314,RoomPicks By Antony,,
1.10E+18,Private room,40.7095847,-74.0087404,primary,558544893,Artezen Hotel,,
8.24E+17,Entire home/apt,40.74003732,-73.97895426,primary,61391963,Stay With Vibe,,
1.06E+18,Private room,40.69478,-73.94527,primary,502685591,Usquire,,
8.67E+17,Private room,40.76088872,-73.98511387,primary,501999278,RoomPicks,,
44281187,Entire home/apt,40.74808,-73.98822,primary,348619646,Nomad,,
53836288,Entire home/apt,40.75443,-73.97231,primary,29582882,Jerry & Lynn,,
8.14E+17,Entire home/apt,40.7526556,-73.9724804,primary,389697794,David,,
1.10E+18,Private room,40.80346413,-73.96630823,primary,562233935,Kristina,,
42498484,Private room,40.70471,-73.9434,primary,19303369,Hiroki,,
52021432,Entire home/apt,40.74128,-73.99839,primary,113723310,MyNyHousing,,
8.23E+17,Entire home/apt,40.74512051,-73.97583313,primary,424296351,Michael,,
6.69E+17,Entire home/apt,40.7193634,-73.985112,primary,162280872,Urban Furnished,,
5.49E+17,Private room,40.68514,-73.94947,primary,3223938,Eugene,,
18812153,Entire home/apt,40.74865,-73.97524,primary,120762452,Stanley,,
9.79E+17,Entire home/apt,40.7383733,-73.9967525,primary,107434423,Blueground,,
9.65E+17,Private room,40.71916724,-74.00082073,primary,501999278,RoomPicks,,
8.33E+17,Private room,40.683299,-73.98627703,primary,496944100,RoomPicks,,
54230938,Entire home/apt,40.79621,-73.96662,primary,2867137,Avi,,
1.02E+18,Private room,40.75330915,-73.83351493,primary,494285165,Kristina,,
9.93E+17,Private room,40.75702,-73.99091,primary,33616515,Brenda,,
9.47E+17,Private room,40.7465,-73.90828,primary,501499086,CrossOver,,
29489407,Entire home/apt,40.76308,-73.98799,primary,61391963,Stay With Vibe,,
1.06E+18,Entire home/apt,40.7607614,-73.9861055,primary,107434423,Blueground,,
9.63E+17,Private room,40.76128784,-73.99339785,primary,517568992,Jing,,
9.54E+17,Private room,40.7440277,-73.9889199,primary,501999278,RoomPicks,,
53045316,Entire home/apt,40.704903,-74.006416,primary,420415528,Placemakr Wall Street,,
3785438,Entire home/apt,40.68987,-73.97681,primary,16437254,Benjamin,,
1.00E+18,Private room,40.74685,-73.88815,primary,501499086,CrossOver,,
1.01E+18,Entire home/apt,40.7482416,-73.9808043,primary,51589519,Noomi,,
53098276,Private room,40.75883,-73.82211,primary,19303369,Hiroki,,
7.68E+17,Private room,40.74886,-73.98688,primary,25138314,RoomPicks By Antony,,
49381739,Private room,40.7636,-73.98473,primary,397872858,M,,
23027784,Entire home/apt,40.764172,-73.96743,primary,56283770,Lia,,
5.71E+17,Private room,40.76373,-73.82058,primary,200239515,Shogo,,
9.31E+17,Private room,40.74337,-73.89631,primary,19303369,Hiroki,,
8.76E+17,Entire home/apt,40.71412785,-73.99214583,primary,258230385,Vangelis,,
50060238,Private room,40.57706,-74.01059,primary,224047081,Alexander,,
8.28E+17,Entire home/apt,40.71818568,-73.98453381,primary,2119276,Urban Furnished,,
9.49E+17,Entire home/apt,40.69411681,-73.84512225,primary,180277260,Yahira,,
1.03E+18,Entire home/apt,40.75541867,-73.98254071,primary,407304997,Boomerang,,
1.01E+18,Entire home/apt,40.723065,-73.9938152,primary,107434423,Blueground,,
6.29E+17,Private room,40.70114,-73.90354,primary,3223938,Eugene,,
9.94E+17,Private room,40.73125,-73.95628,primary,502440822,Alex,,
1.10E+18,Entire home/apt,40.74886965,-73.98164814,primary,162280872,Urban Furnished,,
9.12E+17,Entire home/apt,40.70342,-74.00998,primary,2867137,Avi,,
7.96E+17,Private room,40.65492796,-73.95663721,primary,305240193,June,,
8.63E+17,Entire home/apt,40.7569642,-73.98126628,primary,448326434,Boomerang,,
53433109,Private room,40.75754,-73.82182,primary,204704622,Momoyo,,
8.24E+17,Private room,40.6976551,-73.9159423,primary,266577166,Jhoan,,
52444758,Private room,40.79764,-73.9701,primary,395671107,Esplanade 99,,
1.07E+18,Private room,40.75482428,-73.9946169,primary,454349035,Hen,,
9.22E+17,Private room,40.69965,-73.92993,primary,3223938,Eugene,,
1.06E+18,Entire home/apt,40.761164,-73.997741,primary,107434423,Blueground,,
6.87E+17,Entire home/apt,40.75769933,-73.99251478,primary,293753583,Pod,,
47181377,Private room,40.67619,-73.94616,primary,83143535,Michelle,,
9.56E+17,Entire home/apt,40.7607614,-73.9861055,primary,107434423,Blueground,,
1.06E+18,Private room,40.76029,-73.83437,primary,544554359,John Hotel,,
7.25E+17,Private room,40.75019,-73.97924,primary,219517861,Sonder (NYC),,
8.61E+17,Entire home/apt,40.78130271,-73.95421058,primary,40523974,Yael,,
8.54E+17,Entire home/apt,40.73945,-73.97987,primary,61391963,Stay With Vibe,,
46715472,Entire home/apt,40.77417732,-73.95259946,primary,305327549,NoVu,,
5.66E+17,Private room,40.69997,-73.93886,primary,401709949,Daniela & James,,
15150240,Private room,40.65403,-73.9611,primary,37821056,Nichole,,
6.91E+17,Entire home/apt,40.7408042,-73.9852297,primary,162280872,Urban Furnished,,
6084475,Private room,40.74652,-73.94485,primary,31534322,Nia,,
7.70E+17,Entire home/apt,40.77034,-73.95687,primary,22541573,Furnished Quarters,,
8.14E+17,Private room,40.7295,-73.87337,primary,137358866,Kaz,,
43177809,Private room,40.75615,-73.99657,primary,224815152,Hudson River,,
7.26E+17,Entire home/apt,40.58971721,-73.81325945,primary,420297717,Joseph,,
54164357,Private room,40.84162,-73.94092,primary,438952657,Gisele,,
46849273,Private room,40.80242,-73.95667,primary,305240193,June,,
41473245,Entire home/apt,40.74637,-73.98876,primary,211549023,Studioplus,,
10015195,Entire home/apt,40.7492,-73.98229,primary,50760546,CRNY Monthly Rentals,,
1.01E+18,Private room,40.8035,-73.96668,primary,3223938,Eugene,,
8.25E+17,Entire home/apt,40.77222645,-73.95446128,primary,424296351,Michael,,
9.61E+17,Entire home/apt,40.74432763,-73.99061988,primary,17775359,Rove,,
9.95E+17,Private room,40.74063,-73.89442,primary,204704622,Momoyo,,
51290734,Private room,40.74012,-73.92727,primary,204704622,Momoyo,,
9.36E+17,Private room,40.77104382,-73.91218408,primary,433203831,Vicky,,
50416941,Private room,40.68907,-73.97852,primary,1140882,Berni,,
302238,Entire home/apt,40.80752,-73.94778,primary,1556814,Tammy,,
1.10E+18,Private room,40.7448399,-73.9833538,primary,555538068,Mondrian Park Avenue,,
1.02E+18,Entire home/apt,40.70697858,-74.0078079,primary,385750812,Lau,,
8.27E+17,Shared room,40.7673916,-73.7898195,primary,501140151,Hi-Happy,,
44260623,Private room,40.74499,-74.00194,primary,305240193,June,,
1336230,Entire home/apt,40.74914551,-73.9961853,primary,7245581,Michael,,
52360862,Entire home/apt,40.59837,-73.75924,primary,422067855,Keith,,
8.01E+17,Entire home/apt,40.7368592,-73.9739858,primary,107434423,Blueground,,
8.12E+17,Entire home/apt,40.772422,-73.95019308,primary,61391963,Stay With Vibe,,
1.05E+18,Entire home/apt,40.7107209,-73.78394943,primary,20912691,Jeff,,
18683879,Entire home/apt,40.75035,-73.97553,primary,120762452,Stanley,,
1.05E+18,Entire home/apt,40.69288,-73.90973,primary,546493148,Kristina,,
7.97E+17,Entire home/apt,40.75379101,-73.83191051,primary,494285165,Kristina,,
5.98E+17,Entire home/apt,40.747211,-73.987808,primary,388603242,Henri,,
7.52E+17,Entire home/apt,40.7756164,-73.9845192,primary,46167132,NYC Rentals,,
45479645,Entire home/apt,40.85244,-73.9289,primary,35491667,Nat,,
9.26E+17,Private room,40.63224,-74.02755,primary,381486556,Kahdeja,,
40517002,Private room,40.64309,-73.94604,primary,75248463,Jotham,,
3645284,Entire home/apt,40.76022,-73.95959,primary,2119276,Urban Furnished,,
8.09E+17,Entire home/apt,40.75336335,-73.97129573,primary,442029804,Live Suite,,
9.77E+17,Entire home/apt,40.76163,-73.99323,primary,517568992,Jing,,
1.01E+18,Entire home/apt,40.72170941,-73.97966963,primary,533234561,Tina,,
7.94E+17,Private room,40.74786681,-73.98703859,primary,25138314,RoomPicks By Antony,,
45595993,Entire home/apt,40.71958,-73.99391,primary,51548122,Jeniffer,,
44631766,Entire home/apt,40.78496,-73.95223,primary,23772724,The Local Stay,,
6.26E+17,Private room,40.68305,-73.91827,primary,401096854,Jonatah,,
48998414,Private room,40.67653,-73.94426,primary,149768346,Masaaki,,
9.94E+17,Private room,40.72917,-73.95713,primary,502440822,Alex,,
50394984,Entire home/apt,40.72715,-73.98643,primary,380601266,Jeremy,,
17433572,Private room,40.80717,-73.95065,primary,1261480,Doungrat,,
6.49E+17,Entire home/apt,40.67923,-73.94265,primary,455683614,Ǧani,,
46127578,Private room,40.69420624,-73.94454956,primary,1997143,Louis,,
9.05E+17,Private room,40.75924,-73.98427,primary,501999278,RoomPicks,,
53335766,Entire home/apt,40.78051,-73.97697,primary,428639770,Daniel,,
46542773,Entire home/apt,40.7632,-73.96262,primary,22541573,Furnished Quarters,,
6.11E+17,Entire home/apt,40.5756,-74.00692,primary,224047081,Alexander,,
45277537,Entire home/apt,40.76661,-73.9881,primary,51501835,Jeniffer,,
1.05E+18,Private room,40.7503612,-73.98549,primary,547413854,Executive Hotel Le Soleil NY,,
1.10E+18,Entire home/apt,40.725,-74.00831,primary,30283594,Global Luxury Suites,,
53958886,Private room,40.756,-73.99632,primary,435938215,Hudson River,,
1.05E+18,Entire home/apt,40.70922,-74.01375,primary,107434423,Blueground,,
53544002,Entire home/apt,40.76854,-73.95165,primary,384532776,Nathan,,
8.33E+17,Entire home/apt,40.74498637,-73.98661423,primary,496944100,RoomPicks,,
8088779,Shared room,40.76073,-73.98908,primary,35524316,Akiko & Cindy,,
28697997,Private room,40.65263,-73.93608,primary,26377263,Dr.Julien,,
9.05E+17,Private room,40.76550767,-73.97756038,primary,25138314,RoomPicks By Antony,,
8.69E+17,Entire home/apt,40.75875798,-73.98553239,primary,501999278,RoomPicks,,
7.83E+17,Entire home/apt,40.74546,-73.97625,primary,489756011,Wapt,,
7.89E+17,Entire home/apt,40.75661394,-73.89692863,primary,182980197,Jampa,,
1.05E+18,Private room,40.63555917,-73.97242032,primary,545393224,Kristina,,
34051381,Entire home/apt,40.6017,-73.97552,primary,6752504,Ella,,
1.05E+18,Private room,40.63362,-73.97464,primary,545393224,Kristina,,
5.60E+17,Entire home/apt,40.78286,-73.94797,primary,23772724,The Local Stay,,
8.94E+17,Private room,40.80090568,-73.96406692,primary,305240193,June,,
1.06E+18,Private room,40.74418008,-73.98467131,primary,496932087,Reservations,,
25257884,Entire home/apt,40.814278,-73.960258,primary,9293730,Inna,,
9.29E+17,Private room,40.655764,-73.954078,primary,523760774,Haydar,,
32845331,Entire home/apt,40.68488,-73.95466,primary,242924411,James And Laureta,,
9.15E+17,Entire home/apt,40.64839,-73.94529,primary,33817836,Eric,,
8.47E+17,Private room,40.85455093,-73.92658246,primary,200239515,Shogo,,
1.10E+18,Shared room,40.67712206,-73.93993173,primary,493207893,Leo,,
1.01E+18,Private room,40.69489806,-73.91187861,primary,543459877,Kristina,,
21549554,Private room,40.74372,-73.88185,primary,48183551,Carlos,,
35539920,Private room,40.6912,-73.86507,primary,263504959,David,,
35490967,Entire home/apt,40.73275,-74.00549,primary,27636707,Gaia&Pietro,,
43012924,Entire home/apt,40.7074,-73.96202,primary,75395247,Ramiro,,
9.60E+17,Entire home/apt,40.73367811,-73.97991365,primary,2119276,Urban Furnished,,
7.40E+17,Entire home/apt,40.7707911,-73.9575008,primary,162280872,Urban Furnished,,
52842129,Private room,40.63491,-74.11408,primary,32060911,Ervis,,
6.25E+17,Entire home/apt,40.75248,-73.97008,primary,458591926,Menachem,,
6.93E+17,Private room,40.65854,-73.94831,primary,3223938,Eugene,,
46790253,Private room,40.81120876,-73.95217436,primary,305240193,June,,
1.05E+18,Entire home/apt,40.74746,-73.98883,primary,177174475,Alberto Fernando,,
45378043,Private room,40.77668313,-73.94496253,primary,305240193,June,,
51905886,Entire home/apt,40.704708,-74.006424,primary,420415528,Placemakr Wall Street,,
39879250,Private room,40.78314,-73.95099,primary,23772724,The Local Stay,,
48768760,Private room,40.75257,-73.93556,primary,263720409,Nesva Hotel,,
42942785,Private room,40.70429,-73.94384,primary,204704622,Momoyo,,
51467306,Private room,40.6365,-74.02449,primary,8288419,Jason,,
9.82E+17,Private room,40.7456565,-73.9070911,primary,501499086,CrossOver,,
51327110,Entire home/apt,40.7653,-73.98853,primary,51501835,Jeniffer,,
6.45E+17,Entire home/apt,40.64312,-73.95258,primary,9553670,Maxine,,
5.40E+17,Private room,40.65713,-73.95116,primary,3223938,Eugene,,
39154799,Entire home/apt,40.77437973,-73.94858551,primary,162280872,Urban Furnished,,
22911635,Entire home/apt,40.76164,-73.96639,primary,80479138,Gordon,,
34071688,Hotel room,40.7244,-74.00794,primary,257995608,Arlo SoHo,,
7.96E+17,Private room,40.76176697,-73.98998669,primary,305240193,June,,
45270796,Entire home/apt,40.7602,-73.96071,primary,83786650,Bridge,,
52261555,Entire home/apt,40.76303,-73.77303,primary,24771677,Noelle,,
48848891,Entire home/apt,40.72759,-73.98681,primary,380601266,Jeremy,,
1.01E+18,Entire home/apt,40.74795664,-73.98865204,primary,489957624,Fernando,,
1.11E+18,Entire home/apt,40.78226613,-73.94970008,primary,416756899,Jozef,,
6.99E+17,Entire home/apt,40.73864137,-73.99879317,primary,35491667,Nat,,
1.10E+18,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
8.77E+17,Private room,40.74155329,-73.78639931,primary,42814202,Irina,,
1.03E+18,Private room,40.68450906,-73.91503063,primary,9864136,Anthony,,
23667332,Private room,40.666,-73.94163,primary,107040079,Jonathon,,
49951702,Entire home/apt,40.68418,-73.94205,primary,134428157,Johny,,
50634369,Private room,40.75994,-73.99665,primary,401277068,Yotel New York,,
8.91E+17,Private room,40.7656837,-73.80309443,primary,421808480,Gustavo,,
9.94E+17,Private room,40.71388,-73.99439,primary,243489304,Jack,,
9.83E+17,Entire home/apt,40.79233191,-73.97237808,primary,19408645,Shaun,,
1.05E+18,Entire home/apt,40.81755948,-73.94172234,primary,67985770,Alex,,
8.48E+17,Private room,40.72859024,-73.87513723,primary,204704622,Momoyo,,
1.06E+18,Private room,40.69383936,-73.94339752,primary,502685591,Usquire,,
5.72E+17,Private room,40.75379,-73.93433,primary,441793133,Ioannis,,
7.97E+17,Private room,40.68012599,-73.944226,primary,483056418,Kristina,,
43211635,Private room,40.68597,-73.92258,primary,341908723,Aleph,,
7.73E+17,Private room,40.74754,-73.98741,primary,25138314,RoomPicks By Antony,,
8.29E+17,Private room,40.64123449,-73.98545858,primary,125620407,Ahnaf,,
8.14E+17,Entire home/apt,40.72088815,-74.00104487,primary,496944100,RoomPicks,,
9.51E+17,Entire home/apt,40.69681425,-73.97358641,primary,514888280,Kristina,,
7.97E+17,Entire home/apt,40.76464958,-73.97654107,primary,489756011,Wapt,,
8.12E+17,Hotel room,40.76393732,-73.98222228,primary,496944100,RoomPicks,,
1.05E+18,Entire home/apt,40.62379204,-74.02839542,primary,545212079,Dorit,,
49440252,Private room,40.7619,-73.98454,primary,397872858,M,,
31001555,Private room,40.76217,-73.97349,primary,26556695,Justin And Alyssa,,
52553488,Entire home/apt,40.76273,-73.97749,primary,423873487,Shoreham,,
1.10E+18,Private room,40.75916,-73.98416,primary,257802323,Dennis,,
48828204,Entire home/apt,40.73273,-73.98734,primary,384559808,Best Inns USA,,
1.10E+18,Entire home/apt,40.75070048,-73.98168228,primary,162280872,Urban Furnished,,
7.15E+17,Private room,40.7113195,-73.9082014,primary,467996701,Anthony,,
6.96E+17,Private room,40.8158,-73.94142,primary,67985770,Alex,,
8.18E+17,Private room,40.75955,-73.99034,primary,305240193,June,,
9.84E+17,Private room,40.734981,-73.8847008,primary,501499086,CrossOver,,
8.58E+17,Private room,40.86172415,-73.92760646,primary,200239515,Shogo,,
1.05E+18,Private room,40.76531,-73.98211,primary,496932087,Reservations,,
51907164,Entire home/apt,40.71949,-73.98956,primary,411740512,Historic Blue Moon,,
9.85E+17,Private room,40.6346078,-74.01908407,primary,77063818,Angela,,
8.68E+17,Private room,40.67195948,-73.95353279,primary,3223938,Eugene,,
7.72E+17,Private room,40.74768,-73.98543,primary,25138314,RoomPicks By Antony,,
32799550,Private room,40.83668137,-73.83421326,primary,211136294,Sharon,,
18264659,Private room,40.82215,-73.94576,primary,63417081,Devon,,
43077519,Entire home/apt,40.78328,-73.97485,primary,61391963,Stay With Vibe,,
8.47E+17,Entire home/apt,40.7144846,-73.80927,primary,505279264,Mohammad,,
8.17E+17,Entire home/apt,40.7604361,-73.968523,primary,107434423,Blueground,,
51451368,Entire home/apt,40.74866,-73.98121,primary,17770287,Nina,,
9.05E+17,Private room,40.715267,-74.015238,primary,326084746,Suiteness,,
8.12E+17,Hotel room,40.76571721,-73.98174757,primary,496944100,RoomPicks,,
50702408,Private room,40.75106,-73.9969,primary,408979935,Koichi,,
52551990,Entire home/apt,40.7615,-73.9775,primary,423873487,Shoreham,,
8.47E+17,Entire home/apt,40.8174733,-73.9441909,primary,481452777,Jude,,
27952742,Private room,40.83668137,-73.83421326,primary,211136294,Sharon,,
1.04E+18,Private room,40.7444291,-73.9857968,primary,547418378,The James New York - NoMad,,
51343758,Private room,40.69896,-73.90463,primary,3223938,Eugene,,
1.04E+18,Hotel room,40.7625458,-73.98192717,primary,496932087,Reservations,,
9.24E+17,Entire home/apt,40.68685,-73.95459,primary,17775359,Rove,,
6.50E+17,Private room,40.75234,-73.93696,primary,219517861,Sonder (NYC),,
23432542,Entire home/apt,40.76417,-73.96743,primary,56283770,Lia,,
5199439,Entire home/apt,40.77504,-73.95357,primary,23772724,The Local Stay,,
9.07E+17,Private room,40.66376,-73.94948,primary,514336590,Reservation,,
33772218,Entire home/apt,40.74802,-73.98713,primary,211549023,Studioplus,,
7.25E+17,Private room,40.74653334,-73.98562195,primary,25138314,RoomPicks By Antony,,
8.73E+17,Entire home/apt,40.7526,-73.96723,primary,30283594,Global Luxury Suites,,
1.04E+18,Private room,40.7444291,-73.9857968,primary,547418378,The James New York - NoMad,,
1.06E+18,Private room,40.6728838,-73.93857228,primary,490412669,Haim Shlomo,,
20202650,Entire home/apt,40.7486,-73.97729,primary,120762452,Stanley,,
7.21E+17,Entire home/apt,40.77039,-73.95291,primary,17775359,Rove,,
50229513,Private room,40.73819,-73.92428,primary,200239515,Shogo,,
1.07E+18,Entire home/apt,40.68924,-73.93772,primary,378112960,Elevate Properties,,
6.62E+17,Entire home/apt,40.7338246,-73.9557205,primary,162280872,Urban Furnished,,
5663222,Private room,40.80613,-73.95033,primary,29358602,Lillian,,
9.15E+17,Private room,40.7578857,-73.9837592,primary,326084746,Suiteness,,
1.03E+18,Private room,40.75456333,-73.98678068,primary,496932087,Reservations,,
45904973,Private room,40.77748427,-73.94547382,primary,305240193,June,,
6.85E+17,Private room,40.75636,-73.99778,primary,435938215,Hudson River,,
5.84E+17,Entire home/apt,40.7437954,-73.9585079,primary,107434423,Blueground,,
53045130,Entire home/apt,40.704903,-74.006416,primary,420415528,Placemakr Wall Street,,
9.09E+17,Entire home/apt,40.7629644,-73.9920309,primary,162280872,Urban Furnished,,
9.15E+17,Private room,40.7578857,-73.9837592,primary,326084746,Suiteness,,
1.04E+18,Entire home/apt,40.80444,-73.96478,primary,40385488,Address In NYC,,
48426005,Private room,40.74326,-73.89773,primary,390535864,Fukuda,,
1.07E+18,Entire home/apt,40.735401,-74.0053843,primary,107434423,Blueground,,
6.03E+17,Private room,40.81634,-73.94185,primary,67985770,Alex,,
53221284,Entire home/apt,40.77195,-73.95377,primary,27181542,JT Urban,,
53408117,Entire home/apt,40.7448909,-73.9568403,primary,107434423,Blueground,,
1.03E+18,Private room,40.75654575,-73.98594105,primary,496932087,Reservations,,
53032542,Private room,40.82426,-73.95575,primary,206778021,Vanessa,,
43271004,Entire home/apt,40.71883,-73.99378,primary,51548122,Jeniffer,,
1.10E+18,Entire home/apt,40.76409,-73.99164,primary,123472158,Kiki,,
1.05E+18,Entire home/apt,40.69304607,-73.91139909,primary,546493148,Kristina,,
6.30E+17,Private room,40.75632,-73.83515,primary,204704622,Momoyo,,
8.62E+17,Entire home/apt,40.77957836,-73.9530003,primary,190154361,Sveta,,
51767281,Private room,40.74619,-73.98751,primary,419091705,Anna,,
8.80E+17,Entire home/apt,40.65247704,-73.95501848,primary,450443676,Welcome To Excellent Homes,,
8.48E+17,Private room,40.73005,-73.8773,primary,200239515,Shogo,,
49439129,Private room,40.76176,-73.98393,primary,397872858,M,,
1.07E+18,Entire home/apt,40.74225,-73.998907,primary,107434423,Blueground,,
1.00E+18,Private room,40.74411253,-73.90989598,primary,501499086,CrossOver,,
1.01E+18,Entire home/apt,40.74756242,-73.98886744,primary,489957624,Fernando,,
42962887,Private room,40.6854,-73.91532,primary,200239515,Shogo,,
20933850,Private room,40.82269,-73.94491,primary,144008701,Ozzy,,
6.30E+17,Entire home/apt,40.71968,-73.98333,primary,107434423,Blueground,,
31897516,Entire home/apt,40.82352,-73.94887,primary,238750007,Hamilton,,
8.48E+17,Private room,40.7278179,-73.87543016,primary,200239515,Shogo,,
1.11E+18,Private room,40.7477,-73.98662,primary,542325136,The Hotel @ Fifth Avenue,,
44261042,Private room,40.81158573,-73.95239788,primary,305240193,June,,
12964763,Entire home/apt,40.76411,-73.99371,primary,51501835,Jeniffer,,
53847813,Entire home/apt,40.74018,-73.99991,primary,113723310,MyNyHousing,,
8.54E+17,Private room,40.8062004,-73.9532428,primary,247439246,Charlene,,
52675687,Private room,40.69242,-73.95151,primary,267272502,MedHousing,,
52771412,Entire home/apt,40.809887,-73.93061,primary,30283594,Global Luxury Suites,,
9.34E+17,Private room,40.74353,-73.97706,primary,456589439,House Lynk,,
8.18E+17,Entire home/apt,40.71936417,-73.98511505,primary,162280872,Urban Furnished,,
1.04E+18,Private room,40.74482125,-73.98354519,primary,496932087,Reservations,,
1.08E+18,Entire home/apt,40.75871,-73.99139,primary,35491667,Nat,,
8.45E+17,Private room,40.8366795,-73.8342102,primary,211136294,Sharon,,
1.06E+18,Private room,40.74806,-73.98825,primary,401202937,Eliza,,
